Semester,Course,Random ID,Topic,Comments,Section,Sentiments,tsne_x,tsne_y,cluster,wrapped,feedback
W 2023,CH EN 385 ,670000000000.0,Question: Explained concepts effectively,Some concepts were really confusing  whether on wording or just how we were to go about it but overall it was fine.,Section 004,positive,-2.4845598,-1.9147501,95,Some concepts were really confusing  whether on<br>wording or just how we were to go about it but<br>overall it was fine.,W 2023 CH EN 385 :Some concepts were really confusing  whether on<br>wording or just how we were to go about it but<br>overall it was fine.
W 2023,CH EN 385 ,779000000000.0,Question: Well organized,He was never in class.,Section 004,negative,0.710431,7.9208007,28,He was never in class.,W 2023 CH EN 385 :He was never in class.
W 2023,CH EN 385 ,779000000000.0,Question: Opportunities to get help,He was never in class.,Section 004,negative,0.710431,7.9208007,28,He was never in class.,W 2023 CH EN 385 :He was never in class.
W 2023,CH EN 385 ,670000000000.0,Question: Opportunities to get help,Ta was the best  Tiana,Section 004,positive,7.313833,6.2717314,77,Ta was the best  Tiana,W 2023 CH EN 385 :Ta was the best  Tiana
W 2023,CH EN 385 ,779000000000.0,Question: Opportunities for student involvement,He was never in class.,Section 004,negative,0.7104492,7.920775,28,He was never in class.,W 2023 CH EN 385 :He was never in class.
W 2023,CH EN 385 ,779000000000.0,Question: Responded to students respectfully,He was never in class.,Section 004,negative,0.710431,7.9208007,28,He was never in class.,W 2023 CH EN 385 :He was never in class.
W 2023,CH EN 385 ,779000000000.0,Question: Spiritually strengthening,He was never in class.,Section 004,negative,0.71044004,7.9208117,28,He was never in class.,W 2023 CH EN 385 :He was never in class.
W 2023,CH EN 385 ,779000000000.0,Question: Spiritually strengthening,I barely saw him.,Section 004,negative,2.6996944,8.626794,60,I barely saw him.,W 2023 CH EN 385 :I barely saw him.
W 2023,CH EN 385 ,779000000000.0,Question: Intellectually enlarging,He was never in class.,Section 004,negative,0.7104492,7.920775,28,He was never in class.,W 2023 CH EN 385 :He was never in class.
W 2023,CH EN 385 ,779000000000.0,Question: Intellectually enlarging,I barely saw him.,Section 004,negative,2.6996944,8.626794,60,I barely saw him.,W 2023 CH EN 385 :I barely saw him.
W 2023,CH EN 385 ,1050000000000.0,Question: Intellectually enlarging,I really enjoyed the labs in the UO lab.,Section 004,positive,-7.23791,0.625639,25,I really enjoyed the labs in the UO lab.,W 2023 CH EN 385 :I really enjoyed the labs in the UO lab.
W 2023,CH EN 385 ,779000000000.0,Question: Character building,He was never in class.,Section 004,negative,0.710431,7.9208007,28,He was never in class.,W 2023 CH EN 385 :He was never in class.
W 2023,CH EN 385 ,779000000000.0,Question: Character building,I barely saw him.,Section 004,negative,2.6996944,8.626794,60,I barely saw him.,W 2023 CH EN 385 :I barely saw him.
W 2023,CH EN 385 ,779000000000.0,Question: Leading to lifelong learning and service,He was never in class.,Section 004,negative,0.71044004,7.9208117,28,He was never in class.,W 2023 CH EN 385 :He was never in class.
W 2023,CH EN 385 ,779000000000.0,Question: Leading to lifelong learning and service,I barely saw him.,Section 004,negative,2.6996944,8.626794,60,I barely saw him.,W 2023 CH EN 385 :I barely saw him.
W 2023,CH EN 385 ,779000000000.0,Question: Hours spent out of class,Between pre labs and just finishing up the labs after class.,Section 004,neither,-8.895917,-3.6592615,4,Between pre labs and just finishing up the labs<br>after class.,W 2023 CH EN 385 :Between pre labs and just finishing up the labs<br>after class.
W 2023,CH EN 385 ,820000000000.0,Question: Hours spent out of class,About 10 minutes per week to do the pre lab and usually a few minutes to finish the lab report. I wanted to put a half hour in the box above but it is not a valid value.,Section 004,negative,-8.024963,-4.8196425,54,About 10 minutes per week to do the pre lab and<br>usually a few minutes to finish the lab report. I<br>wanted to put a half hour in the box above but it<br>is not a valid value.,W 2023 CH EN 385 :About 10 minutes per week to do the pre lab and<br>usually a few minutes to finish the lab report. I<br>wanted to put a half hour in the box above but it<br>is not a valid value.
W 2023,CH EN 385 ,1050000000000.0,Question: Hours spent out of class,Usually went to TA hours to check labs  TA hours were helpful,Section 004,positive,-6.149616,-3.4634194,47,Usually went to TA hours to check labs  TA hours<br>were helpful,W 2023 CH EN 385 :Usually went to TA hours to check labs  TA hours<br>were helpful
W 2023,CH EN 385 ,914000000000.0,Question: Hours spent out of class,20 for prelab  70+ for lab.,Section 004,negative,-9.512307,-3.0833368,4,20 for prelab  70+ for lab.,W 2023 CH EN 385 :20 for prelab  70+ for lab.
W 2023,CH EN 385 ,671000000000.0,Question: Hours spent out of class,Pre lab and finishing up lab,Section 004,neither,-9.584336,-3.4962034,4,Pre lab and finishing up lab,W 2023 CH EN 385 :Pre lab and finishing up lab
W 2023,CH EN 385 ,549000000000.0,Question: Hours spent out of class,Preparing for the lab,Section 004,neither,-9.815814,-3.0969064,4,Preparing for the lab,W 2023 CH EN 385 :Preparing for the lab
W 2023,CH EN 385 ,779000000000.0,Question: Additional comments,I didn''t know dr. Guymon was even partially teaching this class  he was never in class.,Section 004,negative,3.9019547,-6.0380025,64,I didn''t know dr. Guymon was even partially<br>teaching this class  he was never in class.,W 2023 CH EN 385 :I didn''t know dr. Guymon was even partially<br>teaching this class  he was never in class.
W 2023,CH EN 385 ,820000000000.0,Question: Additional comments,Professor Guymon is one of the nicest professors i have met at BYU. When he was in the lab  he was always walking around helping us with anything we needed.,Section 004,positive,6.3774266,-3.7455413,3,Professor Guymon is one of the nicest professors i<br>have met at BYU. When he was in the lab  he was<br>always walking around helping us with anything we<br>needed.,W 2023 CH EN 385 :Professor Guymon is one of the nicest professors i<br>have met at BYU. When he was in the lab  he was<br>always walking around helping us with anything we<br>needed.
W 2023,CH EN 385 ,1050000000000.0,Question: Additional comments,Nice guy. Soft spoken. I actually didn''t know Guymon was one of my instructors for this class I thought it was only Knotts.,Section 004,positive,4.960832,-2.787374,98,Nice guy. Soft spoken. I actually didn''t know<br>Guymon was one of my instructors for this class I<br>thought it was only Knotts.,W 2023 CH EN 385 :Nice guy. Soft spoken. I actually didn''t know<br>Guymon was one of my instructors for this class I<br>thought it was only Knotts.
W 2023,CH EN 385 ,671000000000.0,Question: Additional comments,Was very nice and would always help if we needed it!,Section 004,positive,3.3593361,5.040804,29,Was very nice and would always help if we needed<br>it!,W 2023 CH EN 385 :Was very nice and would always help if we needed<br>it!
W 2023,CH EN 385 ,549000000000.0,Question: Additional comments,Went well. Sometimes it was confusing as the lab changed very last minute.,Section 004,neither,-6.1792183,-0.5137464,40,Went well. Sometimes it was confusing as the lab<br>changed very last minute.,W 2023 CH EN 385 :Went well. Sometimes it was confusing as the lab<br>changed very last minute.
W 2023,CH EN 385 ,727000000000.0,Question: Additional comments,I had the other professor  Dr. Knotts  for this course.,Section 004,neither,1.3957508,-3.4119732,34,I had the other professor  Dr. Knotts  for this<br>course.,W 2023 CH EN 385 :I had the other professor  Dr. Knotts  for this<br>course.
W 2023,CH EN 385 ,168000000000.0,Question: Explained concepts effectively,Answered our questions.,Section 005,positive,1.940003,5.5520625,76,Answered our questions.,W 2023 CH EN 385 :Answered our questions.
W 2023,CH EN 385 ,9561473818.0,Question: Explained concepts effectively,Professors helped me understand hard engineering principles such as heat and mass transfer.,Section 005,positive,1.3482865,-0.28508776,75,Professors helped me understand hard engineering<br>principles such as heat and mass transfer.,W 2023 CH EN 385 :Professors helped me understand hard engineering<br>principles such as heat and mass transfer.
W 2023,CH EN 385 ,168000000000.0,Question: Well organized,I have no idea if he organized anything.,Section 005,neither,2.0532806,7.821349,77,I have no idea if he organized anything.,W 2023 CH EN 385 :I have no idea if he organized anything.
W 2023,CH EN 385 ,9561473818.0,Question: Well organized,Course content followed a logical order and proceeded so that the labs built off of each other.,Section 005,positive,-4.641721,-0.057573948,40,Course content followed a logical order and<br>proceeded so that the labs built off of each<br>other.,W 2023 CH EN 385 :Course content followed a logical order and<br>proceeded so that the labs built off of each<br>other.
W 2023,CH EN 385 ,168000000000.0,Question: Opportunities to get help,He did help us when we needed help.,Section 005,positive,3.268747,5.6987777,29,He did help us when we needed help.,W 2023 CH EN 385 :He did help us when we needed help.
W 2023,CH EN 385 ,9561473818.0,Question: Opportunities to get help,Regularly walked around the lab looking for students who were confused or needed assistance.,Section 005,positive,0.65717983,3.4840727,11,Regularly walked around the lab looking for<br>students who were confused or needed assistance.,W 2023 CH EN 385 :Regularly walked around the lab looking for<br>students who were confused or needed assistance.
W 2023,CH EN 385 ,168000000000.0,Question: Opportunities for student involvement,When we had a question  we talked back and forth.,Section 005,positive,1.1843431,5.7200046,92,When we had a question  we talked back and forth.,W 2023 CH EN 385 :When we had a question  we talked back and forth.
W 2023,CH EN 385 ,9561473818.0,Question: Opportunities for student involvement,Lab work inherently provides more of a hands-on opportunity to learn about chemical principles  and allowed me to actively participate in the learning process.,Section 005,positive,-7.9418135,1.056241,25,Lab work inherently provides more of a hands-on<br>opportunity to learn about chemical principles<br>and allowed me to actively participate in the<br>learning process.,W 2023 CH EN 385 :Lab work inherently provides more of a hands-on<br>opportunity to learn about chemical principles<br>and allowed me to actively participate in the<br>learning process.
W 2023,CH EN 385 ,168000000000.0,Question: Responded to students respectfully,Technically I don''t know but I definitely feel like he would be.,Section 005,positive,3.9918673,8.38722,24,Technically I don''t know but I definitely feel<br>like he would be.,W 2023 CH EN 385 :Technically I don''t know but I definitely feel<br>like he would be.
W 2023,CH EN 385 ,9561473818.0,Question: Responded to students respectfully,All student questions were fielded with respect and treated as though every question were important.,Section 005,positive,1.6607319,3.7723713,92,All student questions were fielded with respect<br>and treated as though every question were<br>important.,W 2023 CH EN 385 :All student questions were fielded with respect<br>and treated as though every question were<br>important.
W 2023,CH EN 385 ,168000000000.0,Question: Spiritually strengthening,We only talked a handful of times.,Section 005,neither,3.0497308,8.558587,60,We only talked a handful of times.,W 2023 CH EN 385 :We only talked a handful of times.
W 2023,CH EN 385 ,168000000000.0,Question: Spiritually strengthening,Honestly I think I only say him 2 or 3 times.,Section 005,neither,3.2958994,8.558889,60,Honestly I think I only say him 2 or 3 times.,W 2023 CH EN 385 :Honestly I think I only say him 2 or 3 times.
W 2023,CH EN 385 ,9561473818.0,Question: Spiritually strengthening,For a chemical engineering lab  my testimony was increased.,Section 005,positive,-10.082171,1.9506325,61,For a chemical engineering lab  my testimony was<br>increased.,W 2023 CH EN 385 :For a chemical engineering lab  my testimony was<br>increased.
W 2023,CH EN 385 ,9561473818.0,Question: Spiritually strengthening,For a chemical engineering lab  my testimony was increased.,Section 005,positive,-10.082171,1.9506325,61,For a chemical engineering lab  my testimony was<br>increased.,W 2023 CH EN 385 :For a chemical engineering lab  my testimony was<br>increased.
W 2023,CH EN 385 ,168000000000.0,Question: Intellectually enlarging,He helped us with a couple of lab questions.,Section 005,positive,0.51384145,3.2057128,79,He helped us with a couple of lab questions.,W 2023 CH EN 385 :He helped us with a couple of lab questions.
W 2023,CH EN 385 ,168000000000.0,Question: Intellectually enlarging,The statistics lesson at the beginning was definitely helpful.,Section 005,positive,-1.7854025,2.283612,2,The statistics lesson at the beginning was<br>definitely helpful.,W 2023 CH EN 385 :The statistics lesson at the beginning was<br>definitely helpful.
W 2023,CH EN 385 ,9561473818.0,Question: Intellectually enlarging,I learned a large number of engineering principles from this lab and had others reinforced through my lab work.,Section 005,positive,-6.644321,1.7639568,25,I learned a large number of engineering principles<br>from this lab and had others reinforced through my<br>lab work.,W 2023 CH EN 385 :I learned a large number of engineering principles<br>from this lab and had others reinforced through my<br>lab work.
W 2023,CH EN 385 ,9561473818.0,Question: Intellectually enlarging,I learned a large number of engineering principles from this lab and had others reinforced through my lab work.,Section 005,positive,-6.644321,1.7639568,25,I learned a large number of engineering principles<br>from this lab and had others reinforced through my<br>lab work.,W 2023 CH EN 385 :I learned a large number of engineering principles<br>from this lab and had others reinforced through my<br>lab work.
W 2023,CH EN 385 ,168000000000.0,Question: Character building,Only talked to him a couple of times.,Section 005,neither,3.1103098,8.355381,60,Only talked to him a couple of times.,W 2023 CH EN 385 :Only talked to him a couple of times.
W 2023,CH EN 385 ,168000000000.0,Question: Character building,The labs definitely built me up as an engineer.,Section 005,positive,-6.9507713,1.8992616,25,The labs definitely built me up as an engineer.,W 2023 CH EN 385 :The labs definitely built me up as an engineer.
W 2023,CH EN 385 ,9561473818.0,Question: Character building,Professors helped me be a more honest person and conduct my lab work with integrity.,Section 005,positive,1.9423215,-0.63697857,25,Professors helped me be a more honest person and<br>conduct my lab work with integrity.,W 2023 CH EN 385 :Professors helped me be a more honest person and<br>conduct my lab work with integrity.
W 2023,CH EN 385 ,9561473818.0,Question: Character building,Professors helped me be a more honest person and conduct my lab work with integrity.,Section 005,positive,1.9423453,-0.63694954,25,Professors helped me be a more honest person and<br>conduct my lab work with integrity.,W 2023 CH EN 385 :Professors helped me be a more honest person and<br>conduct my lab work with integrity.
W 2023,CH EN 385 ,168000000000.0,Question: Leading to lifelong learning and service,Only talked to him a couple of times.,Section 005,neither,3.1103148,8.355386,60,Only talked to him a couple of times.,W 2023 CH EN 385 :Only talked to him a couple of times.
W 2023,CH EN 385 ,168000000000.0,Question: Leading to lifelong learning and service,Didn''t really talk much,Section 005,negative,2.898174,8.653785,60,Didn''t really talk much,W 2023 CH EN 385 :Didn''t really talk much
W 2023,CH EN 385 ,9561473818.0,Question: Leading to lifelong learning and service,Various lab instructions led to expansion into other areas of learning  and labs were designed to provide other opportunities for learning if the students wanted them.,Section 005,positive,-8.9204855,0.9907393,40,Various lab instructions led to expansion into<br>other areas of learning  and labs were designed to<br>provide other opportunities for learning if the<br>students wanted them.,W 2023 CH EN 385 :Various lab instructions led to expansion into<br>other areas of learning  and labs were designed to<br>provide other opportunities for learning if the<br>students wanted them.
W 2023,CH EN 385 ,9561473818.0,Question: Leading to lifelong learning and service,Various lab instructions led to expansion into other areas of learning  and labs were designed to provide other opportunities for learning if the students wanted them.,Section 005,positive,-8.920499,0.99073786,40,Various lab instructions led to expansion into<br>other areas of learning  and labs were designed to<br>provide other opportunities for learning if the<br>students wanted them.,W 2023 CH EN 385 :Various lab instructions led to expansion into<br>other areas of learning  and labs were designed to<br>provide other opportunities for learning if the<br>students wanted them.
W 2023,CH EN 385 ,1060000000000.0,Question: Hours spent out of class,Completing labwork,Section 005,neither,-9.7766485,-4.0774856,52,Completing labwork,W 2023 CH EN 385 :Completing labwork
W 2023,CH EN 385 ,168000000000.0,Question: Hours spent out of class,Probably about 2 hours per lab on average.,Section 005,neither,-8.1726055,-3.7902515,54,Probably about 2 hours per lab on average.,W 2023 CH EN 385 :Probably about 2 hours per lab on average.
W 2023,CH EN 385 ,863000000000.0,Question: Hours spent out of class,Pre and post labs sometimes took some time.,Section 005,neither,-9.079258,-3.3158183,4,Pre and post labs sometimes took some time.,W 2023 CH EN 385 :Pre and post labs sometimes took some time.
W 2023,CH EN 385 ,9561473818.0,Question: Hours spent out of class,One hour doing the labs  one hour reading through the prelab and finishing post-lab questions,Section 005,negative,-8.040971,-3.6767046,54,One hour doing the labs  one hour reading through<br>the prelab and finishing post-lab questions,W 2023 CH EN 385 :One hour doing the labs  one hour reading through<br>the prelab and finishing post-lab questions
W 2023,CH EN 385 ,439000000000.0,Question: Hours spent out of class,In the beginning I felt that there was more work than it should be for a half credit class but it got better as the teacher adjusted the labs.,Section 005,positive,-5.045479,-1.977257,14,In the beginning I felt that there was more work<br>than it should be for a half credit class but it<br>got better as the teacher adjusted the labs.,W 2023 CH EN 385 :In the beginning I felt that there was more work<br>than it should be for a half credit class but it<br>got better as the teacher adjusted the labs.
W 2023,CH EN 385 ,1060000000000.0,Question: Additional comments,This course was great  the one comment I have is that the organization of course materials was at times challenging. If the pre labs could be condensed it would help the load.,Section 005,positive,-4.0588875,-0.0065039545,57,This course was great  the one comment I have is<br>that the organization of course materials was at<br>times challenging. If the pre labs could be<br>condensed it would help the load.,W 2023 CH EN 385 :This course was great  the one comment I have is<br>that the organization of course materials was at<br>times challenging. If the pre labs could be<br>condensed it would help the load.
W 2023,CH EN 385 ,168000000000.0,Question: Additional comments,Great guy  really friendly and helpful.,Section 005,positive,3.7378464,5.064538,29,Great guy  really friendly and helpful.,W 2023 CH EN 385 :Great guy  really friendly and helpful.
W 2023,CH EN 385 ,863000000000.0,Question: Additional comments,Dr. Guymon is awesome  he is always open to helping students.,Section 005,positive,6.464001,-4.692728,83,Dr. Guymon is awesome  he is always open to<br>helping students.,W 2023 CH EN 385 :Dr. Guymon is awesome  he is always open to<br>helping students.
W 2023,CH EN 385 ,9561473818.0,Question: Additional comments,The professors regularly made themselves available to help students around the lab and resolve questions.,Section 005,positive,0.4786404,2.4954746,79,The professors regularly made themselves available<br>to help students around the lab and resolve<br>questions.,W 2023 CH EN 385 :The professors regularly made themselves available<br>to help students around the lab and resolve<br>questions.
W 2023,CH EN 385 ,647000000000.0,Question: Additional comments,I have felt that this lab course has helped solidify our learning from class very well. perhaps better than previous labs.,Section 005,positive,-5.676067,-0.026348412,57,I have felt that this lab course has helped<br>solidify our learning from class very well.<br>perhaps better than previous labs.,W 2023 CH EN 385 :I have felt that this lab course has helped<br>solidify our learning from class very well.<br>perhaps better than previous labs.
W 2023,CH EN 385 ,597000000000.0,Question: Explained concepts effectively,Dr. Guymon is awesome!,Section 007,positive,8.357335,-4.561556,26,Dr. Guymon is awesome!,W 2023 CH EN 385 :Dr. Guymon is awesome!
W 2023,CH EN 385 ,865000000000.0,Question: Explained concepts effectively,Like I said  I understood some concepts better from him than any time I tried to understand them before.,Section 007,positive,-0.058410853,2.8706262,1,Like I said  I understood some concepts better<br>from him than any time I tried to understand them<br>before.,W 2023 CH EN 385 :Like I said  I understood some concepts better<br>from him than any time I tried to understand them<br>before.
W 2023,CH EN 385 ,517000000000.0,Question: Explained concepts effectively,The majority of my questions concerning challenging material were able to be answered by this instructor.,Section 007,positive,-0.47902596,0.99168843,7,The majority of my questions concerning<br>challenging material were able to be answered by<br>this instructor.,W 2023 CH EN 385 :The majority of my questions concerning<br>challenging material were able to be answered by<br>this instructor.
W 2023,CH EN 385 ,597000000000.0,Question: Well organized,Dr. Guymon is awesome!,Section 007,positive,8.357335,-4.561556,26,Dr. Guymon is awesome!,W 2023 CH EN 385 :Dr. Guymon is awesome!
W 2023,CH EN 385 ,865000000000.0,Question: Well organized,It was his first year teaching UO lab so I don''t blame him at all  but we were confused a couple times on problem statements or whatnot. He did correct them though for future groups and I heard it was much better.,Section 007,positive,0.34972763,-2.1595523,85,It was his first year teaching UO lab so I don''t<br>blame him at all  but we were confused a couple<br>times on problem statements or whatnot. He did<br>correct them though for future groups and I heard<br>it was much better.,W 2023 CH EN 385 :It was his first year teaching UO lab so I don''t<br>blame him at all  but we were confused a couple<br>times on problem statements or whatnot. He did<br>correct them though for future groups and I heard<br>it was much better.
W 2023,CH EN 385 ,517000000000.0,Question: Well organized,The labs were well correlated to the organization of my other courses  so it went smoothly.,Section 007,positive,-5.4208794,-0.10509585,40,The labs were well correlated to the organization<br>of my other courses  so it went smoothly.,W 2023 CH EN 385 :The labs were well correlated to the organization<br>of my other courses  so it went smoothly.
W 2023,CH EN 385 ,597000000000.0,Question: Opportunities to get help,Dr. Guymon is awesome!,Section 007,positive,8.357368,-4.561603,26,Dr. Guymon is awesome!,W 2023 CH EN 385 :Dr. Guymon is awesome!
W 2023,CH EN 385 ,865000000000.0,Question: Opportunities to get help,He was always available to ask for help and was very helpful. He listened to students and made changes based on their feedback.,Section 007,positive,1.6052831,2.1231985,73,He was always available to ask for help and was<br>very helpful. He listened to students and made<br>changes based on their feedback.,W 2023 CH EN 385 :He was always available to ask for help and was<br>very helpful. He listened to students and made<br>changes based on their feedback.
W 2023,CH EN 385 ,517000000000.0,Question: Opportunities to get help,Instructor was always willing to help students who requested assistance.,Section 007,positive,1.5523894,2.0440364,7,Instructor was always willing to help students who<br>requested assistance.,W 2023 CH EN 385 :Instructor was always willing to help students who<br>requested assistance.
W 2023,CH EN 385 ,597000000000.0,Question: Opportunities for student involvement,Dr. Guymon is awesome!,Section 007,positive,8.357335,-4.561556,26,Dr. Guymon is awesome!,W 2023 CH EN 385 :Dr. Guymon is awesome!
W 2023,CH EN 385 ,865000000000.0,Question: Opportunities for student involvement,He had great in class examples.,Section 007,positive,0.7620938,1.1745054,73,He had great in class examples.,W 2023 CH EN 385 :He had great in class examples.
W 2023,CH EN 385 ,517000000000.0,Question: Opportunities for student involvement,I think the labs were meaningful  and this instructor was always encouraging.,Section 007,positive,-4.6592646,0.12837029,40,I think the labs were meaningful  and this<br>instructor was always encouraging.,W 2023 CH EN 385 :I think the labs were meaningful  and this<br>instructor was always encouraging.
W 2023,CH EN 385 ,597000000000.0,Question: Responded to students respectfully,Dr. Guymon is awesome!,Section 007,positive,8.357335,-4.561556,26,Dr. Guymon is awesome!,W 2023 CH EN 385 :Dr. Guymon is awesome!
W 2023,CH EN 385 ,865000000000.0,Question: Responded to students respectfully,I always felt the utmost care and respect from him.,Section 007,positive,4.567324,4.147619,92,I always felt the utmost care and respect from<br>him.,W 2023 CH EN 385 :I always felt the utmost care and respect from<br>him.
W 2023,CH EN 385 ,517000000000.0,Question: Responded to students respectfully,This instructor always demonstrated the highest level of respect for students.,Section 007,positive,2.6625195,1.909211,7,This instructor always demonstrated the highest<br>level of respect for students.,W 2023 CH EN 385 :This instructor always demonstrated the highest<br>level of respect for students.
W 2023,CH EN 385 ,597000000000.0,Question: Spiritually strengthening,Dr. Guymon is awesome!,Section 007,positive,8.357335,-4.561556,26,Dr. Guymon is awesome!,W 2023 CH EN 385 :Dr. Guymon is awesome!
W 2023,CH EN 385 ,597000000000.0,Question: Spiritually strengthening,Dr. Knotts is awesome.,Section 007,positive,2.5535145,-2.2771614,34,Dr. Knotts is awesome.,W 2023 CH EN 385 :Dr. Knotts is awesome.
W 2023,CH EN 385 ,865000000000.0,Question: Spiritually strengthening,He opened every class with a spiritual thought and prayer and he always invited the spirit into class. I feel my testimony is legitimatelty muxh stronger because of his teachings  thoughts  and testimony.,Section 007,positive,5.4757795,1.228633,53,He opened every class with a spiritual thought and<br>prayer and he always invited the spirit into<br>class. I feel my testimony is legitimatelty muxh<br>stronger because of his teachings  thoughts  and<br>testimony.,W 2023 CH EN 385 :He opened every class with a spiritual thought and<br>prayer and he always invited the spirit into<br>class. I feel my testimony is legitimatelty muxh<br>stronger because of his teachings  thoughts  and<br>testimony.
W 2023,CH EN 385 ,517000000000.0,Question: Spiritually strengthening,I can''t think of any instances that were spiritually strengthening.,Section 007,negative,7.8648424,3.9180048,91,I can''t think of any instances that were<br>spiritually strengthening.,W 2023 CH EN 385 :I can''t think of any instances that were<br>spiritually strengthening.
W 2023,CH EN 385 ,517000000000.0,Question: Spiritually strengthening,I can''t think of any particular instance that was spiritually strengthening.,Section 007,negative,7.8604136,3.921474,91,I can''t think of any particular instance that was<br>spiritually strengthening.,W 2023 CH EN 385 :I can''t think of any particular instance that was<br>spiritually strengthening.
W 2023,CH EN 385 ,597000000000.0,Question: Intellectually enlarging,Dr. Guymon is awesome!,Section 007,positive,8.357335,-4.561556,26,Dr. Guymon is awesome!,W 2023 CH EN 385 :Dr. Guymon is awesome!
W 2023,CH EN 385 ,597000000000.0,Question: Intellectually enlarging,Dr. Knotts is awesome.,Section 007,positive,2.5534866,-2.277187,34,Dr. Knotts is awesome.,W 2023 CH EN 385 :Dr. Knotts is awesome.
W 2023,CH EN 385 ,865000000000.0,Question: Intellectually enlarging,He helped me to understand concepts that I hadn''t quite fully grasped yet.,Section 007,positive,0.4439767,2.6505501,1,He helped me to understand concepts that I hadn''t<br>quite fully grasped yet.,W 2023 CH EN 385 :He helped me to understand concepts that I hadn''t<br>quite fully grasped yet.
W 2023,CH EN 385 ,517000000000.0,Question: Intellectually enlarging,Dr. Guymon is capable and explained things well when I asked him questions.,Section 007,positive,8.274991,-5.4472847,21,Dr. Guymon is capable and explained things well<br>when I asked him questions.,W 2023 CH EN 385 :Dr. Guymon is capable and explained things well<br>when I asked him questions.
W 2023,CH EN 385 ,517000000000.0,Question: Intellectually enlarging,Dr. Knotts gave excellent instruction both in person and on his lab worksheets.,Section 007,positive,1.8710138,-2.752527,34,Dr. Knotts gave excellent instruction both in<br>person and on his lab worksheets.,W 2023 CH EN 385 :Dr. Knotts gave excellent instruction both in<br>person and on his lab worksheets.
W 2023,CH EN 385 ,597000000000.0,Question: Character building,Dr. Guymon is awesome!,Section 007,positive,8.357335,-4.561556,26,Dr. Guymon is awesome!,W 2023 CH EN 385 :Dr. Guymon is awesome!
W 2023,CH EN 385 ,597000000000.0,Question: Character building,Dr. Knotts is awesome.,Section 007,positive,2.553489,-2.2771618,34,Dr. Knotts is awesome.,W 2023 CH EN 385 :Dr. Knotts is awesome.
W 2023,CH EN 385 ,865000000000.0,Question: Character building,I want to be a better person  professionally and personally because of Dr. Guymon  by his example and teachings.,Section 007,positive,7.602005,-3.5214891,18,I want to be a better person  professionally and<br>personally because of Dr. Guymon  by his example<br>and teachings.,W 2023 CH EN 385 :I want to be a better person  professionally and<br>personally because of Dr. Guymon  by his example<br>and teachings.
W 2023,CH EN 385 ,517000000000.0,Question: Character building,Working on a team helped me to develop dependability  proactivity  and respect for others.,Section 007,positive,-5.6209598,5.946517,33,Working on a team helped me to develop<br>dependability  proactivity  and respect for<br>others.,W 2023 CH EN 385 :Working on a team helped me to develop<br>dependability  proactivity  and respect for<br>others.
W 2023,CH EN 385 ,517000000000.0,Question: Character building,Working on a team helped me to develop dependability  proactivity  and respect for others.,Section 007,positive,-5.6209774,5.946521,33,Working on a team helped me to develop<br>dependability  proactivity  and respect for<br>others.,W 2023 CH EN 385 :Working on a team helped me to develop<br>dependability  proactivity  and respect for<br>others.
W 2023,CH EN 385 ,597000000000.0,Question: Leading to lifelong learning and service,Dr. Guymon is awesome!,Section 007,positive,8.357335,-4.561556,26,Dr. Guymon is awesome!,W 2023 CH EN 385 :Dr. Guymon is awesome!
W 2023,CH EN 385 ,597000000000.0,Question: Leading to lifelong learning and service,Dr. Knotts is awesome.,Section 007,positive,2.553489,-2.2771618,34,Dr. Knotts is awesome.,W 2023 CH EN 385 :Dr. Knotts is awesome.
W 2023,CH EN 385 ,865000000000.0,Question: Leading to lifelong learning and service,See note about,Section 007,neither,-0.12389844,10.991475,45,See note about,W 2023 CH EN 385 :See note about
W 2023,CH EN 385 ,517000000000.0,Question: Leading to lifelong learning and service,I''d say this instructor and course motivated me to remain curious and thoughtful concerning my future career.,Section 007,positive,-3.213987,2.6630104,62,I''d say this instructor and course motivated me<br>to remain curious and thoughtful concerning my<br>future career.,W 2023 CH EN 385 :I''d say this instructor and course motivated me<br>to remain curious and thoughtful concerning my<br>future career.
W 2023,CH EN 385 ,517000000000.0,Question: Leading to lifelong learning and service,I''d say the instructor helped to instill a desire to learn and improve in my future career.,Section 007,positive,-3.149348,2.9916763,62,I''d say the instructor helped to instill a desire<br>to learn and improve in my future career.,W 2023 CH EN 385 :I''d say the instructor helped to instill a desire<br>to learn and improve in my future career.
W 2023,CH EN 385 ,541000000000.0,Question: Hours spent out of class,Depending on the lab  but 1.5 is the average.,Section 007,neither,-10.978786,-2.4844666,71,Depending on the lab  but 1.5 is the average.,W 2023 CH EN 385 :Depending on the lab  but 1.5 is the average.
W 2023,CH EN 385 ,597000000000.0,Question: Hours spent out of class,It was just finishing up labs stuff,Section 007,neither,-10.246802,-3.8178809,71,It was just finishing up labs stuff,W 2023 CH EN 385 :It was just finishing up labs stuff
W 2023,CH EN 385 ,865000000000.0,Question: Hours spent out of class,Mostly finishing up lab reports and doing Prelabs,Section 007,neither,-9.268567,-4.3799686,52,Mostly finishing up lab reports and doing Prelabs,W 2023 CH EN 385 :Mostly finishing up lab reports and doing Prelabs
